State,Age,UrbanRural,LiteracyRate
SIKKIM,63,Rural,40.34%
SIKKIM,63,Urban,67.36%
SIKKIM,64,Rural,37.63%
SIKKIM,64,Urban,60.74%
SIKKIM,65,Rural,32.77%
SIKKIM,65,Urban,59.17%
SIKKIM,66,Rural,36.66%
SIKKIM,66,Urban,59.55%
SIKKIM,67,Rural,38.30%
SIKKIM,67,Urban,60.19%
SIKKIM,68,Rural,34.81%
SIKKIM,68,Urban,64.76%
SIKKIM,69,Rural,32.77%
SIKKIM,69,Urban,60.82%
SIKKIM,70,Rural,28.38%
SIKKIM,70,Urban,48.43%
SIKKIM,71,Rural,33.89%
SIKKIM,71,Urban,60.63%
SIKKIM,72,Rural,26.54%
SIKKIM,72,Urban,61.88%
SIKKIM,73,Rural,31.53%
SIKKIM,73,Urban,58.82%
SIKKIM,74,Rural,27.74%
SIKKIM,74,Urban,47.18%
SIKKIM,75,Rural,26.54%
SIKKIM,75,Urban,47.49%
SIKKIM,76,Rural,28.13%
SIKKIM,76,Urban,48.31%
SIKKIM,77,Rural,27.40%
SIKKIM,77,Urban,46.46%
SIKKIM,78,Rural,25.61%
SIKKIM,78,Urban,46.53%
SIKKIM,79,Rural,21.82%
SIKKIM,79,Urban,42.61%
SIKKIM,80,Rural,20.48%
SIKKIM,80,Urban,38.30%
SIKKIM,81,Rural,22.17%
SIKKIM,81,Urban,43.01%
SIKKIM,82,Rural,25.00%
SIKKIM,82,Urban,49.43%
SIKKIM,83,Rural,27.50%
SIKKIM,83,Urban,51.67%
SIKKIM,84,Rural,24.23%
SIKKIM,84,Urban,36.92%
SIKKIM,85,Rural,24.15%
SIKKIM,85,Urban,37.10%
SIKKIM,86,Rural,22.83%
SIKKIM,86,Urban,48.21%
SIKKIM,87,Rural,21.85%
SIKKIM,87,Urban,54.76%
SIKKIM,88,Rural,29.77%
SIKKIM,88,Urban,48.48%
SIKKIM,89,Rural,30.77%
SIKKIM,89,Urban,40.00%
SIKKIM,90,Rural,22.30%
SIKKIM,90,Urban,41.94%
SIKKIM,91,Rural,59.00%
SIKKIM,91,Urban,66.67%
SIKKIM,92,Rural,61.17%
SIKKIM,92,Urban,65.38%
SIKKIM,93,Rural,48.78%
SIKKIM,93,Urban,64.29%
SIKKIM,94,Rural,44.00%
SIKKIM,94,Urban,55.00%
SIKKIM,95,Rural,64.79%
SIKKIM,95,Urban,79.17%
SIKKIM,96,Rural,56.25%
SIKKIM,96,Urban,80.00%
SIKKIM,97,Rural,58.97%
SIKKIM,97,Urban,81.82%
SIKKIM,98,Rural,54.76%
SIKKIM,98,Urban,76.92%
SIKKIM,99,Rural,33.33%
SIKKIM,99,Urban,85.71%
TAMIL NADU,7,Rural,80.77%
TAMIL NADU,7,Urban,83.57%
TAMIL NADU,8,Rural,92.60%
TAMIL NADU,8,Urban,93.54%
TAMIL NADU,9,Rural,96.05%
TAMIL NADU,9,Urban,96.46%
TAMIL NADU,10,Rural,96.43%
TAMIL NADU,10,Urban,96.83%
TAMIL NADU,11,Rural,97.82%
TAMIL NADU,11,Urban,98.14%
TAMIL NADU,12,Rural,98.12%
TAMIL NADU,12,Urban,98.49%
TAMIL NADU,13,Rural,98.24%
TAMIL NADU,13,Urban,98.61%
TAMIL NADU,14,Rural,98.10%
TAMIL NADU,14,Urban,98.57%
TAMIL NADU,15,Rural,97.55%
TAMIL NADU,15,Urban,98.30%
TAMIL NADU,16,Rural,97.72%
TAMIL NADU,16,Urban,98.38%
TAMIL NADU,17,Rural,97.36%
TAMIL NADU,17,Urban,98.22%
TAMIL NADU,18,Rural,96.57%
TAMIL NADU,18,Urban,97.79%
TAMIL NADU,19,Rural,96.06%
TAMIL NADU,19,Urban,97.59%
TAMIL NADU,20,Rural,94.01%
TAMIL NADU,20,Urban,96.68%
TAMIL NADU,21,Rural,94.57%
TAMIL NADU,21,Urban,97.01%
TAMIL NADU,22,Rural,93.04%
TAMIL NADU,22,Urban,96.19%
TAMIL NADU,23,Rural,92.63%
TAMIL NADU,23,Urban,96.11%
TAMIL NADU,24,Rural,91.46%
TAMIL NADU,24,Urban,95.62%
TAMIL NADU,25,Rural,87.00%
TAMIL NADU,25,Urban,93.64%
TAMIL NADU,26,Rural,88.97%
TAMIL NADU,26,Urban,94.70%
TAMIL NADU,27,Rural,87.13%
TAMIL NADU,27,Urban,93.90%
TAMIL NADU,28,Rural,85.92%
TAMIL NADU,28,Urban,93.19%
TAMIL NADU,29,Rural,85.41%
TAMIL NADU,29,Urban,93.40%
TAMIL NADU,30,Rural,78.38%
TAMIL NADU,30,Urban,89.82%
TAMIL NADU,31,Rural,83.46%
TAMIL NADU,31,Urban,93.12%
TAMIL NADU,32,Rural,80.64%
TAMIL NADU,32,Urban,91.59%
TAMIL NADU,33,Rural,81.40%
TAMIL NADU,33,Urban,92.21%
TAMIL NADU,34,Rural,77.51%
TAMIL NADU,34,Urban,90.84%
TAMIL NADU,35,Rural,66.93%
TAMIL NADU,35,Urban,84.24%
TAMIL NADU,36,Rural,71.87%
TAMIL NADU,36,Urban,88.17%
TAMIL NADU,37,Rural,69.97%
TAMIL NADU,37,Urban,87.14%
TAMIL NADU,38,Rural,68.33%
TAMIL NADU,38,Urban,86.12%
TAMIL NADU,39,Rural,66.93%
TAMIL NADU,39,Urban,86.20%
TAMIL NADU,40,Rural,56.70%
TAMIL NADU,40,Urban,78.22%
TAMIL NADU,41,Rural,65.09%
TAMIL NADU,41,Urban,86.45%
TAMIL NADU,42,Rural,64.31%
TAMIL NADU,42,Urban,85.58%
TAMIL NADU,43,Rural,66.15%
TAMIL NADU,43,Urban,86.96%
TAMIL NADU,44,Rural,61.84%
TAMIL NADU,44,Urban,84.54%
TAMIL NADU,45,Rural,50.75%
TAMIL NADU,45,Urban,74.34%
TAMIL NADU,46,Rural,58.53%
TAMIL NADU,46,Urban,82.98%
TAMIL NADU,47,Rural,60.05%
TAMIL NADU,47,Urban,83.85%
TAMIL NADU,48,Rural,58.69%
TAMIL NADU,48,Urban,82.31%
TAMIL NADU,49,Rural,56.68%
TAMIL NADU,49,Urban,81.78%
TAMIL NADU,50,Rural,45.04%
TAMIL NADU,50,Urban,71.04%
TAMIL NADU,51,Rural,55.38%
TAMIL NADU,51,Urban,82.15%
TAMIL NADU,52,Rural,58.74%
TAMIL NADU,52,Urban,84.05%
TAMIL NADU,53,Rural,61.63%
TAMIL NADU,53,Urban,85.75%
TAMIL NADU,54,Rural,55.42%
TAMIL NADU,54,Urban,81.93%
TAMIL NADU,55,Rural,42.56%
TAMIL NADU,55,Urban,68.74%
TAMIL NADU,56,Rural,52.09%
TAMIL NADU,56,Urban,79.59%
TAMIL NADU,57,Rural,55.12%
TAMIL NADU,57,Urban,82.27%
TAMIL NADU,58,Rural,54.53%
TAMIL NADU,58,Urban,81.69%
TAMIL NADU,59,Rural,47.04%
TAMIL NADU,59,Urban,76.77%
TAMIL NADU,60,Rural,33.95%
TAMIL NADU,60,Urban,59.97%
TAMIL NADU,61,Rural,43.80%
TAMIL NADU,61,Urban,74.37%
TAMIL NADU,62,Rural,49.32%
TAMIL NADU,62,Urban,79.40%
TAMIL NADU,63,Rural,53.75%
TAMIL NADU,63,Urban,82.06%
TAMIL NADU,64,Rural,44.64%
TAMIL NADU,64,Urban,74.72%
TAMIL NADU,65,Rural,31.45%
TAMIL NADU,65,Urban,56.02%
TAMIL NADU,66,Rural,39.33%
TAMIL NADU,66,Urban,69.23%
TAMIL NADU,67,Rural,46.49%
TAMIL NADU,67,Urban,75.61%
TAMIL NADU,68,Rural,43.87%
TAMIL NADU,68,Urban,76.10%
TAMIL NADU,69,Rural,37.63%
TAMIL NADU,69,Urban,68.10%
TAMIL NADU,70,Rural,27.48%
TAMIL NADU,70,Urban,50.12%
TAMIL NADU,71,Rural,35.46%
TAMIL NADU,71,Urban,66.25%
TAMIL NADU,72,Rural,44.48%
TAMIL NADU,72,Urban,75.17%
TAMIL NADU,73,Rural,49.93%
TAMIL NADU,73,Urban,78.91%
TAMIL NADU,74,Rural,42.35%
TAMIL NADU,74,Urban,71.77%
TAMIL NADU,75,Rural,29.81%
TAMIL NADU,75,Urban,53.47%
TAMIL NADU,76,Rural,37.38%
TAMIL NADU,76,Urban,66.27%
TAMIL NADU,77,Rural,47.85%
TAMIL NADU,77,Urban,76.90%
TAMIL NADU,78,Rural,44.90%
TAMIL NADU,78,Urban,74.92%
TAMIL NADU,79,Rural,34.26%
TAMIL NADU,79,Urban,63.88%
TAMIL NADU,80,Rural,24.26%
TAMIL NADU,80,Urban,44.94%
TAMIL NADU,81,Rural,31.05%
TAMIL NADU,81,Urban,58.25%
TAMIL NADU,82,Rural,43.94%
TAMIL NADU,82,Urban,72.34%
TAMIL NADU,83,Rural,50.63%
TAMIL NADU,83,Urban,75.36%
TAMIL NADU,84,Rural,41.69%
TAMIL NADU,84,Urban,66.25%
TAMIL NADU,85,Rural,28.56%
TAMIL NADU,85,Urban,49.01%
TAMIL NADU,86,Rural,37.42%
TAMIL NADU,86,Urban,61.01%
TAMIL NADU,87,Rural,47.00%
TAMIL NADU,87,Urban,69.47%
TAMIL NADU,88,Rural,45.71%
TAMIL NADU,88,Urban,69.79%
TAMIL NADU,89,Rural,34.13%
TAMIL NADU,89,Urban,58.57%
TAMIL NADU,90,Rural,22.96%
TAMIL NADU,90,Urban,40.77%
TAMIL NADU,91,Rural,29.24%
TAMIL NADU,91,Urban,51.96%
TAMIL NADU,92,Rural,45.88%
TAMIL NADU,92,Urban,67.38%
TAMIL NADU,93,Rural,50.06%
TAMIL NADU,93,Urban,68.00%
TAMIL NADU,94,Rural,42.62%
TAMIL NADU,94,Urban,62.06%
TAMIL NADU,95,Rural,27.99%
TAMIL NADU,95,Urban,42.05%
TAMIL NADU,96,Rural,36.03%
TAMIL NADU,96,Urban,53.26%
TAMIL NADU,97,Rural,45.17%
TAMIL NADU,97,Urban,62.50%
TAMIL NADU,98,Rural,40.40%
TAMIL NADU,98,Urban,59.01%
TAMIL NADU,99,Rural,28.45%
TAMIL NADU,99,Urban,49.05%
TRIPURA,7,Rural,80.44%
TRIPURA,7,Urban,87.80%
TRIPURA,8,Rural,91.92%
TRIPURA,8,Urban,96.90%
TRIPURA,9,Rural,94.51%
TRIPURA,9,Urban,97.75%
TRIPURA,10,Rural,94.14%
TRIPURA,10,Urban,97.09%
TRIPURA,11,Rural,96.14%
TRIPURA,11,Urban,98.28%
TRIPURA,12,Rural,96.21%
TRIPURA,12,Urban,98.33%
TRIPURA,13,Rural,96.70%
TRIPURA,13,Urban,98.66%
TRIPURA,14,Rural,96.29%
TRIPURA,14,Urban,98.33%
TRIPURA,15,Rural,95.26%
TRIPURA,15,Urban,98.08%
TRIPURA,16,Rural,95.22%
TRIPURA,16,Urban,98.17%
TRIPURA,17,Rural,94.97%
TRIPURA,17,Urban,97.91%
TRIPURA,18,Rural,93.04%
TRIPURA,18,Urban,97.15%
TRIPURA,19,Rural,93.48%
TRIPURA,19,Urban,97.67%
TRIPURA,20,Rural,91.78%
TRIPURA,20,Urban,97.02%
TRIPURA,21,Rural,93.11%
TRIPURA,21,Urban,97.49%
TRIPURA,22,Rural,92.21%
TRIPURA,22,Urban,97.12%
TRIPURA,23,Rural,92.47%
TRIPURA,23,Urban,97.48%
TRIPURA,24,Rural,91.73%
TRIPURA,24,Urban,97.13%
TRIPURA,25,Rural,88.88%
TRIPURA,25,Urban,96.03%
TRIPURA,26,Rural,90.18%
TRIPURA,26,Urban,96.52%
TRIPURA,27,Rural,91.04%
TRIPURA,27,Urban,96.99%
TRIPURA,28,Rural,90.04%
TRIPURA,28,Urban,96.72%
TRIPURA,29,Rural,90.42%
TRIPURA,29,Urban,97.24%
TRIPURA,30,Rural,87.00%
TRIPURA,30,Urban,95.24%
TRIPURA,31,Rural,89.60%
TRIPURA,31,Urban,96.31%
TRIPURA,32,Rural,89.07%
TRIPURA,32,Urban,96.63%
TRIPURA,33,Rural,89.57%
TRIPURA,33,Urban,97.02%
TRIPURA,34,Rural,88.61%
TRIPURA,34,Urban,96.64%
TRIPURA,35,Rural,84.25%
TRIPURA,35,Urban,93.39%
TRIPURA,36,Rural,85.99%
TRIPURA,36,Urban,95.11%
TRIPURA,37,Rural,86.72%
TRIPURA,37,Urban,95.85%
TRIPURA,38,Rural,84.78%
TRIPURA,38,Urban,95.12%
TRIPURA,39,Rural,84.56%
TRIPURA,39,Urban,94.87%
TRIPURA,40,Rural,79.14%
TRIPURA,40,Urban,91.14%
TRIPURA,41,Rural,81.70%
TRIPURA,41,Urban,92.88%
TRIPURA,42,Rural,81.00%
TRIPURA,42,Urban,93.53%
TRIPURA,43,Rural,82.01%
TRIPURA,43,Urban,94.88%
TRIPURA,44,Rural,80.12%
TRIPURA,44,Urban,93.51%
TRIPURA,45,Rural,74.58%
TRIPURA,45,Urban,89.69%
TRIPURA,46,Rural,77.31%
TRIPURA,46,Urban,91.30%
TRIPURA,47,Rural,78.05%
TRIPURA,47,Urban,93.06%
TRIPURA,48,Rural,76.49%
TRIPURA,48,Urban,92.65%
TRIPURA,49,Rural,76.18%
TRIPURA,49,Urban,92.19%
TRIPURA,50,Rural,69.66%
TRIPURA,50,Urban,87.22%
TRIPURA,51,Rural,73.28%
TRIPURA,51,Urban,89.23%
TRIPURA,52,Rural,74.56%
TRIPURA,52,Urban,91.98%
TRIPURA,53,Rural,76.04%
TRIPURA,53,Urban,93.52%
TRIPURA,54,Rural,73.81%
TRIPURA,54,Urban,92.84%
TRIPURA,55,Rural,67.12%
TRIPURA,55,Urban,87.20%
TRIPURA,56,Rural,69.99%
TRIPURA,56,Urban,89.72%
TRIPURA,57,Rural,71.41%
TRIPURA,57,Urban,91.29%
TRIPURA,58,Rural,70.52%
TRIPURA,58,Urban,92.28%
TRIPURA,59,Rural,66.76%
TRIPURA,59,Urban,89.85%
TRIPURA,60,Rural,59.21%
TRIPURA,60,Urban,80.77%
TRIPURA,61,Rural,62.51%
TRIPURA,61,Urban,85.17%
TRIPURA,62,Rural,64.44%
TRIPURA,62,Urban,87.13%
TRIPURA,63,Rural,66.64%
TRIPURA,63,Urban,89.89%
TRIPURA,64,Rural,63.52%
TRIPURA,64,Urban,87.03%
TRIPURA,65,Rural,56.42%
TRIPURA,65,Urban,78.06%
TRIPURA,66,Rural,58.96%
TRIPURA,66,Urban,80.81%
TRIPURA,67,Rural,60.83%
TRIPURA,67,Urban,83.85%
TRIPURA,68,Rural,59.97%
TRIPURA,68,Urban,86.08%
TRIPURA,69,Rural,56.66%
TRIPURA,69,Urban,82.09%
TRIPURA,70,Rural,49.59%
TRIPURA,70,Urban,70.52%
TRIPURA,71,Rural,52.58%
TRIPURA,71,Urban,74.75%
TRIPURA,72,Rural,57.10%
TRIPURA,72,Urban,80.70%
TRIPURA,73,Rural,62.25%
TRIPURA,73,Urban,84.62%
TRIPURA,74,Rural,55.70%
TRIPURA,74,Urban,80.51%
TRIPURA,75,Rural,49.38%
TRIPURA,75,Urban,70.57%
TRIPURA,76,Rural,50.67%
TRIPURA,76,Urban,73.60%
TRIPURA,77,Rural,50.17%
TRIPURA,77,Urban,76.90%
TRIPURA,78,Rural,53.93%
TRIPURA,78,Urban,77.86%
TRIPURA,79,Rural,47.97%
TRIPURA,79,Urban,73.76%
TRIPURA,80,Rural,43.40%
TRIPURA,80,Urban,61.71%
TRIPURA,81,Rural,44.72%
TRIPURA,81,Urban,71.61%
TRIPURA,82,Rural,49.04%
TRIPURA,82,Urban,74.48%
TRIPURA,83,Rural,52.24%
TRIPURA,83,Urban,80.19%
TRIPURA,84,Rural,52.68%
TRIPURA,84,Urban,76.26%
TRIPURA,85,Rural,44.62%
TRIPURA,85,Urban,62.77%
TRIPURA,86,Rural,44.05%
TRIPURA,86,Urban,67.80%
TRIPURA,87,Rural,44.61%
TRIPURA,87,Urban,77.41%
TRIPURA,88,Rural,54.14%
TRIPURA,88,Urban,79.33%
TRIPURA,89,Rural,48.17%
TRIPURA,89,Urban,69.79%
TRIPURA,90,Rural,37.38%
TRIPURA,90,Urban,57.48%
TRIPURA,91,Rural,42.24%
TRIPURA,91,Urban,63.17%
TRIPURA,92,Rural,52.13%
TRIPURA,92,Urban,82.02%
TRIPURA,93,Rural,62.41%
TRIPURA,93,Urban,70.64%
TRIPURA,94,Rural,60.17%
TRIPURA,94,Urban,75.84%
TRIPURA,95,Rural,47.84%
TRIPURA,95,Urban,62.24%
TRIPURA,96,Rural,51.97%
TRIPURA,96,Urban,65.85%
TRIPURA,97,Rural,58.61%
TRIPURA,97,Urban,78.95%
TRIPURA,98,Rural,55.59%
TRIPURA,98,Urban,68.87%
TRIPURA,99,Rural,42.63%
TRIPURA,99,Urban,55.26%
UTTAR PRADESH,7,Rural,70.17%
UTTAR PRADESH,7,Urban,68.20%
UTTAR PRADESH,8,Rural,81.47%
UTTAR PRADESH,8,Urban,76.66%
UTTAR PRADESH,9,Rural,86.03%
UTTAR PRADESH,9,Urban,81.11%
UTTAR PRADESH,10,Rural,85.97%
UTTAR PRADESH,10,Urban,80.66%
UTTAR PRADESH,11,Rural,89.07%
UTTAR PRADESH,11,Urban,84.16%
UTTAR PRADESH,12,Rural,89.64%
UTTAR PRADESH,12,Urban,84.21%
UTTAR PRADESH,13,Rural,90.30%
UTTAR PRADESH,13,Urban,85.40%
UTTAR PRADESH,14,Rural,89.32%
UTTAR PRADESH,14,Urban,84.34%
UTTAR PRADESH,15,Rural,87.29%
UTTAR PRADESH,15,Urban,83.42%
UTTAR PRADESH,16,Rural,86.97%
UTTAR PRADESH,16,Urban,83.05%
UTTAR PRADESH,17,Rural,86.79%
UTTAR PRADESH,17,Urban,84.31%
UTTAR PRADESH,18,Rural,83.35%
UTTAR PRADESH,18,Urban,81.91%
UTTAR PRADESH,19,Rural,82.39%
UTTAR PRADESH,19,Urban,83.34%
UTTAR PRADESH,20,Rural,78.26%
UTTAR PRADESH,20,Urban,80.18%
UTTAR PRADESH,21,Rural,79.26%
UTTAR PRADESH,21,Urban,83.69%
UTTAR PRADESH,22,Rural,75.56%
UTTAR PRADESH,22,Urban,81.07%
UTTAR PRADESH,23,Rural,71.66%
UTTAR PRADESH,23,Urban,82.35%
UTTAR PRADESH,24,Rural,70.64%
UTTAR PRADESH,24,Urban,81.10%
UTTAR PRADESH,25,Rural,68.52%
UTTAR PRADESH,25,Urban,76.27%
UTTAR PRADESH,26,Rural,67.92%
UTTAR PRADESH,26,Urban,80.11%
UTTAR PRADESH,27,Rural,66.06%
UTTAR PRADESH,27,Urban,81.32%
UTTAR PRADESH,28,Rural,60.19%
UTTAR PRADESH,28,Urban,76.93%
UTTAR PRADESH,29,Rural,61.29%
UTTAR PRADESH,29,Urban,78.12%
UTTAR PRADESH,30,Rural,59.90%
UTTAR PRADESH,30,Urban,71.74%
UTTAR PRADESH,31,Rural,60.11%
UTTAR PRADESH,31,Urban,77.96%
UTTAR PRADESH,32,Rural,56.08%
UTTAR PRADESH,32,Urban,75.45%
UTTAR PRADESH,33,Rural,51.89%
UTTAR PRADESH,33,Urban,76.75%
UTTAR PRADESH,34,Rural,54.36%
UTTAR PRADESH,34,Urban,75.63%
UTTAR PRADESH,35,Rural,55.85%
UTTAR PRADESH,35,Urban,68.25%
UTTAR PRADESH,36,Rural,55.02%
UTTAR PRADESH,36,Urban,73.34%
UTTAR PRADESH,37,Rural,52.33%
UTTAR PRADESH,37,Urban,76.66%
UTTAR PRADESH,38,Rural,46.52%
UTTAR PRADESH,38,Urban,70.48%
UTTAR PRADESH,39,Rural,50.03%
UTTAR PRADESH,39,Urban,71.99%
UTTAR PRADESH,40,Rural,50.57%
UTTAR PRADESH,40,Urban,64.63%
UTTAR PRADESH,41,Rural,51.48%
UTTAR PRADESH,41,Urban,72.03%
UTTAR PRADESH,42,Rural,47.28%
UTTAR PRADESH,42,Urban,71.59%
UTTAR PRADESH,43,Rural,42.13%
UTTAR PRADESH,43,Urban,73.68%
UTTAR PRADESH,44,Rural,47.04%
UTTAR PRADESH,44,Urban,71.69%
UTTAR PRADESH,45,Rural,48.14%
UTTAR PRADESH,45,Urban,63.58%
UTTAR PRADESH,46,Rural,47.91%
UTTAR PRADESH,46,Urban,70.96%
UTTAR PRADESH,47,Rural,44.66%
UTTAR PRADESH,47,Urban,75.94%
UTTAR PRADESH,48,Rural,38.65%
UTTAR PRADESH,48,Urban,69.51%
UTTAR PRADESH,49,Rural,43.09%
UTTAR PRADESH,49,Urban,70.16%
UTTAR PRADESH,50,Rural,43.38%
UTTAR PRADESH,50,Urban,60.91%
UTTAR PRADESH,51,Rural,45.99%
UTTAR PRADESH,51,Urban,70.58%
UTTAR PRADESH,52,Rural,43.37%
UTTAR PRADESH,52,Urban,74.21%
UTTAR PRADESH,53,Rural,38.55%
UTTAR PRADESH,53,Urban,77.10%
UTTAR PRADESH,54,Rural,42.52%
UTTAR PRADESH,54,Urban,72.67%
UTTAR PRADESH,55,Rural,40.27%
UTTAR PRADESH,55,Urban,59.77%
UTTAR PRADESH,56,Rural,41.89%
UTTAR PRADESH,56,Urban,69.29%
UTTAR PRADESH,57,Rural,37.98%
UTTAR PRADESH,57,Urban,76.32%
UTTAR PRADESH,58,Rural,30.57%
UTTAR PRADESH,58,Urban,68.26%
UTTAR PRADESH,59,Rural,34.34%
UTTAR PRADESH,59,Urban,64.77%
UTTAR PRADESH,60,Rural,31.78%
UTTAR PRADESH,60,Urban,50.71%
UTTAR PRADESH,61,Rural,35.37%
UTTAR PRADESH,61,Urban,63.01%
UTTAR PRADESH,62,Rural,34.08%
UTTAR PRADESH,62,Urban,67.79%
UTTAR PRADESH,63,Rural,32.65%
UTTAR PRADESH,63,Urban,73.78%
UTTAR PRADESH,64,Rural,35.21%
UTTAR PRADESH,64,Urban,66.61%
UTTAR PRADESH,65,Rural,29.97%
UTTAR PRADESH,65,Urban,50.87%
UTTAR PRADESH,66,Rural,34.32%
UTTAR PRADESH,66,Urban,62.86%
UTTAR PRADESH,67,Rural,36.08%
UTTAR PRADESH,67,Urban,75.54%
UTTAR PRADESH,68,Rural,27.07%
UTTAR PRADESH,68,Urban,67.36%
UTTAR PRADESH,69,Rural,29.73%
UTTAR PRADESH,69,Urban,61.51%
UTTAR PRADESH,70,Rural,25.93%
UTTAR PRADESH,70,Urban,46.43%
UTTAR PRADESH,71,Rural,29.36%
UTTAR PRADESH,71,Urban,57.94%
UTTAR PRADESH,72,Rural,32.86%
UTTAR PRADESH,72,Urban,69.08%
UTTAR PRADESH,73,Rural,32.99%
UTTAR PRADESH,73,Urban,75.02%
UTTAR PRADESH,74,Rural,33.19%
UTTAR PRADESH,74,Urban,67.04%
UTTAR PRADESH,75,Rural,26.04%
UTTAR PRADESH,75,Urban,49.92%
UTTAR PRADESH,76,Rural,30.83%
UTTAR PRADESH,76,Urban,61.14%
UTTAR PRADESH,77,Rural,35.81%
UTTAR PRADESH,77,Urban,74.98%
UTTAR PRADESH,78,Rural,27.26%
UTTAR PRADESH,78,Urban,68.48%
UTTAR PRADESH,79,Rural,26.32%
UTTAR PRADESH,79,Urban,58.45%
UTTAR PRADESH,80,Rural,21.50%
UTTAR PRADESH,80,Urban,42.08%
UTTAR PRADESH,81,Rural,25.57%
UTTAR PRADESH,81,Urban,53.36%
UTTAR PRADESH,82,Rural,36.64%
UTTAR PRADESH,82,Urban,68.25%
UTTAR PRADESH,83,Rural,40.55%
UTTAR PRADESH,83,Urban,73.73%
UTTAR PRADESH,84,Rural,38.07%
UTTAR PRADESH,84,Urban,66.34%
UTTAR PRADESH,85,Rural,27.67%
UTTAR PRADESH,85,Urban,50.14%
UTTAR PRADESH,86,Rural,35.15%
UTTAR PRADESH,86,Urban,60.56%
UTTAR PRADESH,87,Rural,45.85%
UTTAR PRADESH,87,Urban,73.97%
UTTAR PRADESH,88,Rural,43.14%
UTTAR PRADESH,88,Urban,69.87%
UTTAR PRADESH,89,Rural,33.51%
UTTAR PRADESH,89,Urban,58.82%
UTTAR PRADESH,90,Rural,24.47%
UTTAR PRADESH,90,Urban,43.55%
UTTAR PRADESH,91,Rural,36.28%
UTTAR PRADESH,91,Urban,56.95%
UTTAR PRADESH,92,Rural,51.54%
UTTAR PRADESH,92,Urban,69.34%
UTTAR PRADESH,93,Rural,53.88%
UTTAR PRADESH,93,Urban,70.92%
UTTAR PRADESH,94,Rural,49.95%
UTTAR PRADESH,94,Urban,67.73%
UTTAR PRADESH,95,Rural,34.93%
UTTAR PRADESH,95,Urban,51.29%
UTTAR PRADESH,96,Rural,46.73%
UTTAR PRADESH,96,Urban,64.97%
UTTAR PRADESH,97,Rural,53.38%
UTTAR PRADESH,97,Urban,72.56%
UTTAR PRADESH,98,Rural,44.09%
UTTAR PRADESH,98,Urban,65.67%
UTTAR PRADESH,99,Rural,31.22%
UTTAR PRADESH,99,Urban,54.17%
UTTARAKHAND,7,Rural,78.13%
UTTARAKHAND,7,Urban,79.25%
UTTARAKHAND,8,Rural,90.44%
UTTARAKHAND,8,Urban,89.31%
UTTARAKHAND,9,Rural,92.96%
UTTARAKHAND,9,Urban,91.57%
UTTARAKHAND,10,Rural,92.08%
UTTARAKHAND,10,Urban,90.24%
UTTARAKHAND,11,Rural,95.20%
UTTARAKHAND,11,Urban,93.38%
UTTARAKHAND,12,Rural,96.35%
UTTARAKHAND,12,Urban,94.11%
UTTARAKHAND,13,Rural,96.67%
UTTARAKHAND,13,Urban,94.55%
UTTARAKHAND,14,Rural,96.26%
UTTARAKHAND,14,Urban,94.14%
UTTARAKHAND,15,Rural,95.32%
UTTARAKHAND,15,Urban,92.98%
UTTARAKHAND,16,Rural,95.01%
UTTARAKHAND,16,Urban,92.84%
UTTARAKHAND,17,Rural,95.06%
UTTARAKHAND,17,Urban,93.21%
UTTARAKHAND,18,Rural,92.95%
UTTARAKHAND,18,Urban,91.16%
UTTARAKHAND,19,Rural,93.43%
UTTARAKHAND,19,Urban,92.32%
UTTARAKHAND,20,Rural,90.33%
UTTARAKHAND,20,Urban,89.51%
UTTARAKHAND,21,Rural,91.78%
UTTARAKHAND,21,Urban,92.27%
UTTARAKHAND,22,Rural,89.16%
UTTARAKHAND,22,Urban,89.51%
UTTARAKHAND,23,Rural,89.28%
UTTARAKHAND,23,Urban,91.27%
UTTARAKHAND,24,Rural,87.97%
UTTARAKHAND,24,Urban,89.97%
UTTARAKHAND,25,Rural,83.15%
UTTARAKHAND,25,Urban,84.30%
UTTARAKHAND,26,Rural,85.26%
UTTARAKHAND,26,Urban,88.69%
UTTARAKHAND,27,Rural,85.88%
UTTARAKHAND,27,Urban,90.13%
UTTARAKHAND,28,Rural,80.92%
UTTARAKHAND,28,Urban,86.69%
UTTARAKHAND,29,Rural,83.59%
UTTARAKHAND,29,Urban,89.04%
UTTARAKHAND,30,Rural,75.16%
UTTARAKHAND,30,Urban,80.11%
UTTARAKHAND,31,Rural,81.08%
UTTARAKHAND,31,Urban,88.51%
UTTARAKHAND,32,Rural,76.61%
UTTARAKHAND,32,Urban,85.13%
UTTARAKHAND,33,Rural,77.87%
UTTARAKHAND,33,Urban,88.19%
UTTARAKHAND,34,Rural,76.54%
UTTARAKHAND,34,Urban,86.12%
UTTARAKHAND,35,Rural,68.34%
UTTARAKHAND,35,Urban,76.04%
UTTARAKHAND,36,Rural,72.36%
UTTARAKHAND,36,Urban,82.78%
UTTARAKHAND,37,Rural,74.63%
UTTARAKHAND,37,Urban,86.61%
UTTARAKHAND,38,Rural,68.12%
UTTARAKHAND,38,Urban,81.75%
UTTARAKHAND,39,Rural,70.67%
UTTARAKHAND,39,Urban,83.82%
UTTARAKHAND,40,Rural,61.18%
UTTARAKHAND,40,Urban,71.76%
UTTARAKHAND,41,Rural,68.60%
UTTARAKHAND,41,Urban,83.15%
